Country,Question Text,Question Text (Short),Response,Education,Age,Weighted Mean,Question Context
Peru,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,9,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Peru,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,3,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Peru,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,21,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Peru,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,49,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Peru,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,18,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Peru,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,7,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Peru,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,4,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Philippines (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,15,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Philippines (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,30,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Philippines (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,48,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Philippines (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,5,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Philippines (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,1,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Philippines (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,17,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Philippines (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,29,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Philippines (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,45,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Philippines (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,6,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Philippines (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,3,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,24,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,55,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,17,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,2,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,3,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,27,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,52,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,18,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,1,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,2,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,60 plus,24,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,60 plus,53,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,60 plus,17,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,60 plus,2,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Republic of Korea (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,60 plus,4,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,41,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,31,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,11,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,14,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,4,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,40,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,32,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,13,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,12,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,3,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,60 plus,35,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,60 plus,24,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,60 plus,18,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,60 plus,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Romania,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,60 plus,13,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,12,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,57,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,16,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,6,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,6,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,52,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,22,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,60 plus,4,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,60 plus,7,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,60 plus,52,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,60 plus,26,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Russian Federation (the),"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,60 plus,10,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Samoa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,41,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Samoa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,20,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Samoa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,24,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Samoa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,11,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Samoa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,4,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Samoa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,51,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Samoa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,18,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Samoa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,22,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Samoa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,7,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Samoa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,2,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Saudi Arabia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,47,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Saudi Arabia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,22,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Saudi Arabia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,12,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Saudi Arabia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,2,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Saudi Arabia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,17,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Saudi Arabia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,54,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Saudi Arabia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,22,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Saudi Arabia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,7,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Saudi Arabia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,2,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Saudi Arabia,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,14,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
South Africa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,63,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
South Africa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,18,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
South Africa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,12,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
South Africa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,4,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
South Africa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,3,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
South Africa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,59,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
South Africa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,17,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
South Africa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,13,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
South Africa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,6,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
South Africa,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,5,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,47,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,18 to 35,29,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,18 to 35,19,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,18 to 35,4,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,18 to 35,1,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,36 to 59,55,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,36 to 59,22,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,36 to 59,12,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,36 to 59,7,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,36 to 59,4,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,60 plus,53,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Somewhat quickly,All Education,60 plus,23,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Slowly,All Education,60 plus,13,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Not at all,All Education,60 plus,5,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Spain,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Don't know,All Education,60 plus,6,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
Sri Lanka,"How quickly should your country replace coal, oil, and gas with renewable energy, such as power from the wind or sun?",Renewable energy transition,Very quickly,All Education,18 to 35,79,"Replacing fossil fuels with clean energy is critical to limiting climate change, but energy emissions are still rising today. We asked people how quickly they want this transition to happen."
